,Unnamed: 0,Unnamed: 0.1,ADDRESS,CITY,COMPENSATION,CONTRIBUTIONS,EIN,EXPENSES,FIPS,FULL_ADDRESS,Level1,NAME,NTEECC,PROGREVENUE,REVENUE,STATE,STREET_ADDRESS,SUBDISCIPLINE,ZIP,ZIP5,nteeFinal,LAT,LONG,TITLE_NAME
1308,1308,167977,263 W 86TH ST,NEW YORK,195642,58061,510186032,375228,36061.0,263 W 86TH ST NEW YORK NY 10024-3103,,WESTERN WIND VOCAL ENSEMBLE INC,A6C,327148.0,375110,NY,263 W 86TH ST,Bands & Ensembles,10024-3103,10024.0,A6C,40.7889381,-73.9772909659742,Western Wind Vocal Ensemble Inc.
1309,1309,168002,166 E 96TH ST STE 1A,NEW YORK,0,35317,510186512,26804,36061.0,166 E 96TH ST NEW YORK NY 10128-2512,,COMPOSERS RECORDINGS INC,A68,0.0,51963,NY,166 E 96TH ST,Music,10128-2512,10128.0,A68,40.785342,-73.9503169215068,Composers Recordings Inc.
1310,1310,168004,VAN CORTLAND PARK,BRONX,132736,387887,510186869,937725,36005.0,VAN CORTLAND PARK BRONX NY 10471-0000,,BRONX ARTS ENSEMBLE INC,A68,563419.0,960361,NY,VAN CORTLAND PARK,Music,10471-0000,10471.0,A68,,,Bronx Arts Ensemble Inc.
1311,1311,168196,9128 VANDERVEER ST,QUEENS VLG,0,0,510190991,0,36081.0,9128 VANDERVEER ST QUEENS VLG NY 11428-1242,,DRAMATIS PERSONAE INC,A65,28211.0,28211,NY,9128 VANDERVEER ST,Theater,11428-1242,11428.0,A65,,,Dramatis Personae Inc.
1312,1312,168268,PO BOX 1961,NEW YORK,39651,31146,510192371,128947,36061.0,,,SOLARIS DANCE THEATRE INC,A62,89797.0,124629,NY,,Dance,10113-1961,10113.0,A62,,,Solaris Dance Theatre Inc.
1313,1313,168424,SUITE 300,NEW YORK,0,64444,510196872,94639,36061.0,SUITE NEW YORK NY 10170-0000,,HORIZON CONCERTS INC,A68,0.0,64517,NY,SUITE,Music,10170-0000,10170.0,A68,40.7632804,-73.9626658,Horizon Concerts Inc.
1314,1314,168561,419 W 54 STT,NEW YORK,586182,180477,510201835,1130580,36061.0,419 W 54 STT NEW YORK NY 10019-0000,,SCHOOL FOR STRINGS INC,A6E,953060.0,1342534,NY,419 W 54 STT,Performing Arts Schools,10019-0000,10019.0,A6E,,,School for Strings Inc.
1315,1315,168562,330 W 42ND STREET,NEW YORK,2630742,2393412,510201839,4530525,36061.0,330 W 42ND STREET NEW YORK NY 10036-6902,,ST LUKES CHAMBER ENSEMBLE INC,A6C,2160939.0,4579044,NY,330 W 42ND STREET,Bands & Ensembles,10036-6902,10036.0,A6C,40.75749775,-73.9916084438679,St Lukes Chamber Ensemble Inc.
1316,1316,168588,PO BOX 30,NEW YORK,0,19390,510202698,57184,36061.0,,,AUDIENCE DEVELOPMENT COMMITTEE INC,A23,31234.0,50624,NY,,Cultural & Ethnic Awareness,10027-0030,10027.0,A23,,,Audience Development Committee Inc.
1317,1317,168642,292 HENRY ST,NEW YORK,0,9425,510204489,119173,36061.0,292 HENRY ST NEW YORK NY 10002-4816,,NATIONAL BLACK TOURING CIRCUIT INC,A65,99476.0,108901,NY,292 HENRY ST,Theater,10002-4816,10002.0,A65,40.71366805,-73.9830034236307,National Black Touring Circuit Inc.
1318,1318,169054,141 60 84TH RD STE 4C,BRIARWOOD,0,34040,510239809,19005,36081.0,141 60 84TH RD BRIARWOOD NY 11435-1939,,LABYRINTH DANCE THEEATER INC,A62,1250.0,35290,NY,141 60 84TH RD,Dance,11435-1939,11435.0,A62,,,Labyrinth Dance Theeater Inc.
1319,1319,169101,895 SHORE RD,BRONX,92277,32051,510243951,183003,36005.0,895 SHORE RD BRONX NY 10464-1030,,BARTOW-PELL LANDMARK FUND,A54,99310.0,218826,NY,895 SHORE RD,History Museums,10464-1030,10464.0,A54,40.871942499999996,-73.8054998,Bartow-Pell Landmark Fund
1320,1320,169131,553 WEST 51ST STREET,NEW YORK,224494,405625,510244834,468266,36061.0,553 WEST 51ST STREET NEW YORK NY 10019-5004,,AN CLAIDHEAMH SOLUIS INC,A23,117157.0,553531,NY,553 WEST 51ST STREET,Cultural & Ethnic Awareness,10019-5004,10019.0,A23,40.7664499,-73.99344232150291,an Claidheamh Soluis Inc.
1321,1321,169211,23 WEST 35TH STREET,NEW YORK,0,54560,510251257,53493,36061.0,23 WEST 35TH STREET NEW YORK NY 10001-2202,,BALINESE AMERICAN DANCE THEATRE LTD,A62,0.0,54560,NY,23 WEST 35TH STREET,Dance,10001-2202,10001.0,A62,40.7516588,-73.99013409999999,Balinese American Dance Theatre Ltd
1322,1322,169653,888 7TH AVE 35 FLR,NEW YORK,0,130000,510377657,165,36061.0,888 7TH AVE NEW YORK NY 10106-0001,,OPERA OF MONTE CARLO CULTURAL SOCIETY INC,A6A,0.0,130000,NY,888 7TH AVE,Opera,10106-0001,10106.0,A6A,40.7652756923077,-73.98033784615379,Opera of Monte Carlo Cultural Society Inc.
1323,1323,169694,101 PARK AVE RM 3500,NEW YORK,0,99690,510389805,13734,36061.0,101 PARK AVE NEW YORK NY 10178-0002,,AMERICAN ASSOCIATES OF THE OLD VIC THEATRE INC,A65,0.0,99756,NY,101 PARK AVE,Theater,10178-0002,10178.0,A65,40.7508354,-73.97760948434279,American Associates of the Old Vic Theatre Inc.
1324,1324,169948,520 HUDSON ST STE 120,NEW YORK,34725,8100,510439878,101321,36061.0,520 HUDSON ST NEW YORK NY 10014-2663,,CABARET CONFERENCE INC,A25,96638.0,104779,NY,520 HUDSON ST,Arts Education,10014-2663,10014.0,A25,40.7340049,-74.0060697,Cabaret Conference Inc.
1325,1325,170095,214 W 102ND ST STE 5B,NEW YORK,21138,79093,510477511,83104,36061.0,214 W 102ND ST NEW YORK NY 10025-4429,,AMERICAN NATIONAL THEATRE INC,A65,0.0,79093,NY,214 W 102ND ST,Theater,10025-4429,10025.0,A65,40.7980811,-73.96851465,American National Theatre Inc.
1326,1326,171283,799 BROADWAY ROOM 205,NEW YORK,447074,566506,521020481,1143808,36061.0,799 BROADWAY NEW YORK NY 10003-6817,,INDEPENDENT CURATORS INTERNATIONAL,A25,303961.0,906450,NY,799 BROADWAY,Arts Education,10003-6817,10003.0,A25,40.7323069,-73.9914692,Independent Curators International
1327,1327,174798,44 HUDSON ST 2ND FLR,NEW YORK,0,83800,521573404,103552,36061.0,44 HUDSON ST NEW YORK NY 10013-3345,,FRENCH AMERICAN CENTER OF PROVENCE INC,A23,20221.0,104028,NY,44 HUDSON ST,Cultural & Ethnic Awareness,10013-3345,10013.0,A23,40.7172589,-74.008763157714,French American Center of Provence Inc.
1328,1328,175770,225 WEST 34TH ST STE 1513,NEW YORK,71571,130870,521724997,236057,36061.0,225 WEST 34TH ST NEW YORK NY 10122-1511,,PIATIGORSKY FOUNDATION,A68,58035.0,200962,NY,225 WEST 34TH ST,Music,10122-1511,10122.0,A68,40.7517799,-73.9920745,Piatigorsky Foundation
1329,1329,177143,328 FLATBUSH AVE 198,BROOKLYN,0,54116,521905262,52650,36047.0,328 FLATBUSH AVE BROOKLYN NY 11238-4302,,OUTSIDE THE DREAM FOUNDATION,A40,0.0,54196,NY,328 FLATBUSH AVE,Visual Arts,11238-4302,11238.0,A40,40.6772393076923,-73.9726274615385,Outside the Dream Foundation
1330,1330,178571,PO BOX 05026,BROOKLYN,23470,41016,522123171,69716,36047.0,,,ERROL GRIMES DANCE GROUP INC,A62,0.0,43226,NY,,Dance,11205-0000,11205.0,A62,,,Errol Grimes Dance Group Inc.
1331,1331,178716,475 PARK AVE,NEW YORK,24000,901740,522143244,566838,36061.0,475 PARK AVE NEW YORK NY 10022-1669,,VENETIAN HERITAGE INC,A40,85543.0,990106,NY,475 PARK AVE,Visual Arts,10022-1669,10022.0,A40,40.7620253,-73.9701396,Venetian Heritage Inc.
1332,1332,178721,303 CLINTON ST,BROOKLYN,45484,162057,522143843,126178,36047.0,303 CLINTON ST BROOKLYN NY 11231-3701,,BIG DANCE THEATER INC,A62,32915.0,196837,NY,303 CLINTON ST,Dance,11231-3701,11231.0,A62,40.68589695,-73.9962519012234,Big Dance Theater Inc.
1333,1333,179159,305 SEVENTH AVE FLOOR 15,NEW YORK,0,89490,522216665,173442,36061.0,305 SEVENTH AVE NEW YORK NY 10001-6152,,SOUTH ASIAN AMERICAN LEADERS OF TOMMORROW INC,A23,3591.0,93081,NY,305 SEVENTH AVE,Cultural & Ethnic Awareness,10001-6152,10001.0,A23,42.794824799999994,-73.9554193,South Asian American Leaders of Tommorrow Inc.
1334,1334,179399,302 A W 12TH ST 120,NEW YORK,50000,355000,522262698,240358,36061.0,302 A W 12TH ST NEW YORK NY 10014-0000,,INSTITUTE FOR CULTURAL ENTERPRISE INC,A23,0.0,355231,NY,302 A W 12TH ST,Cultural & Ethnic Awareness,10014-0000,10014.0,A23,40.7374299,-74.0047407,Institute for Cultural Enterprise Inc.
1335,1335,179494,365 FIFTH AVE RILM ABSTRACTS,NEW YORK,951330,0,522274965,1156363,36061.0,365 FIFTH AVE RILM ABSTRACTS NEW YORK NY 10016-4309,,REPERTOIRE INTERNATIONAL DE LITTERATURE MUSICALE INC,A68,1204919.0,1205568,NY,365 FIFTH AVE RILM ABSTRACTS,Music,10016-4309,10016.0,A68,,,Repertoire International De Litterature Musicale Inc.
1336,1336,179697,316 W 84TH ST STE 2F,NEW YORK,217929,408678,522303451,458177,36061.0,316 W 84TH ST NEW YORK NY 10024-4243,,EPIC THEATRE CENTER INC,A65,0.0,472351,NY,316 W 84TH ST,Theater,10024-4243,10024.0,A65,40.787683200000004,-73.9795071966014,Epic Theatre Center Inc.
1337,1337,179905,1310 48TH ST,BROOKLYN,0,205671,522334845,79430,36047.0,1310 48TH ST BROOKLYN NY 11219-3153,,JEWISH HERITAGE FOUNDATION INTERNATIONAL INC,A23,0.0,205678,NY,1310 48TH ST,Cultural & Ethnic Awareness,11219-3153,11219.0,A23,40.6353605,-73.99135859999998,Jewish Heritage Foundation International Inc.
1338,1338,186770,195 BROADWAY 25TH FLOOR,NEW YORK,108589,616163,542064462,608344,36061.0,195 BROADWAY NEW YORK NY 10007-3100,,CUE ART FOUNDATION,A40,0.0,637308,NY,195 BROADWAY,Visual Arts,10007-3100,10007.0,A40,40.71073505,-74.00968297829,Cue Art Foundation
1339,1339,186841,55 WASHINGTON ST FL 3 STE 312,BROOKLYN,198910,416301,542077489,371669,36047.0,55 WASHINGTON ST FL BROOKLYN NY 11201-1077,,BROOKLYN STAINED GLASS CONSERVATION CENTER INC,A40,0.0,416301,NY,55 WASHINGTON ST FL,Visual Arts,11201-1077,11201.0,A40,,,Brooklyn Stained Glass Conservation Center Inc.
1340,1340,187027,338 BERRY ST 16TH FLR,BROOKLYN,0,17306,542121747,33843,36047.0,338 BERRY ST BROOKLYN NY 11211-5176,,AMDAT INCORPORATED,A62,18675.0,35981,NY,338 BERRY ST,Dance,11211-5176,11211.0,A62,40.711943700000006,-73.9649287,Amdat Incorporated
1341,1341,188957,720 FIFTH AVE,NEW YORK,23450,480909,550787027,434442,36061.0,720 FIFTH AVE NEW YORK NY 10019-4107,,NATIONAL JEWELRY INSTITUTE INC,A50,0.0,482165,NY,720 FIFTH AVE,Museums,10019-4107,10019.0,A50,42.7976632,-73.9527343,National Jewelry Institute Inc.
1342,1342,189042,509 CATHEDRAL PKWY APT 11D,NEW YORK,0,25650,550799412,21303,36061.0,509 CATHEDRAL PKWY NEW YORK NY 10025-2040,,MYUNG SOO KIM DANCE PROJECT INC,A62,0.0,25695,NY,509 CATHEDRAL PKWY,Dance,10025-2040,10025.0,A62,40.80348585,-73.964564600782,Myung Soo Kim Dance Project Inc.
1343,1343,189151,PO BOX 250863,NEW YORK,0,30957,550821968,14220,36061.0,,,RED BULL THEATER INC,A65,1441.0,32398,NY,,Theater,10025-1507,10025.0,A65,,,Red Bull Theater Inc.
1344,1344,189225,425 W 24 ST 1B,NEW YORK,0,16219,550838102,91074,36061.0,425 W 24 ST NEW YORK NY 10011-0000,,REBECCA STENN PERKSDANCEMUSIC THEATRE INC,A65,72330.0,88549,NY,425 W 24 ST,Theater,10011-0000,10011.0,A65,,,Rebecca Stenn Perksdancemusic Theatre Inc.
1345,1345,195174,20 VESEY ST STE 700,NEW YORK,0,55700,562321839,10964,36061.0,20 VESEY ST NEW YORK NY 10007-4231,,WELLTONE NEW MUSIC INC,A68,1356.0,57056,NY,20 VESEY ST,Music,10007-4231,10007.0,A68,40.71206025,-74.00952319606499,Welltone New Music Inc.
1346,1346,195477,195 HUDSON STREET SUITE 6D,NEW YORK,26654,176000,562386825,56637,36061.0,195 HUDSON STREET NEW YORK NY 10013-1894,,TRIBECA NATIVE INC,A23,0.0,176000,NY,195 HUDSON STREET,Cultural & Ethnic Awareness,10013-1894,10013.0,A23,40.723059,-74.00822059999999,Tribeca Native Inc.
1347,1347,195607,33 W 19TH ST 305,NEW YORK,0,49187,562412082,1713,36061.0,33 W 19TH ST NEW YORK NY 10011-4202,,PARTNERS IN PERFORMANCE INC,A69,0.0,49187,NY,33 W 19TH ST,Symphony Orchestras,10011-4202,10011.0,A69,40.739909600000004,-73.99309000000001,Partners in Performance Inc.
1348,1348,195807,435 RIVERSIDE DR STE 122,NEW YORK,0,204836,562468453,24484,36061.0,435 RIVERSIDE DR NEW YORK NY 10025-7764,,BARENBOIM-SAID FOUNDATION USA,A69,0.0,242505,NY,435 RIVERSIDE DR,Symphony Orchestras,10025-7764,10025.0,A69,40.8085279,-73.9658887,Barenboim-Said Foundation USA
1349,1349,198456,4 WASHINGTON SQ N 452,NEW YORK,472631,38270,571069546,1296329,36061.0,4 WASHINGTON SQ N NEW YORK NY 10003-6671,,AQUILA THEATRE COMPANY,A65,1155187.0,1205677,NY,4 WASHINGTON SQ N,Theater,10003-6671,10003.0,A65,40.73111975,-73.9957746628973,Aquila Theatre Company
1350,1350,199150,243 W 21ST ST STE 3B,NEW YORK,0,0,571196732,96760,36061.0,243 W 21ST ST NEW YORK NY 10011-3141,,EL MUNDO DEL FLAMENCO INC,A60,0.0,98041,NY,243 W 21ST ST,Performing Arts,10011-3141,10011.0,A60,40.7437655,-73.9982509039434,El Mundo Del Flamenco Inc.
1351,1351,206292,201 EASTERN PKWY APT 4K,BROOKLYN,0,115392,582400111,104648,36047.0,201 EASTERN PKWY BROOKLYN NY 11238-6137,,DIVERSITY OF DANCE INC,A62,0.0,115392,NY,201 EASTERN PKWY,Dance,11238-6137,11238.0,A62,40.6720917,-73.9620747655737,Diversity of Dance Inc.
1352,1352,206295,520 EIGHTH AVE 3RD FLR STE 307,NEW YORK,30204,93482,582400427,146130,36061.0,520 EIGHTH AVE 3RD FLR NEW YORK NY 10018-8906,,PROSPECT THEATER COMPANY INC,A65,49502.0,142984,NY,520 EIGHTH AVE 3RD FLR,Theater,10018-8906,10018.0,A65,,,Prospect Theater Company Inc.
1353,1353,212383,365 W END AVE,NEW YORK,44400,7000,593014602,145513,36061.0,365 W END AVE NEW YORK NY 10024-6511,,INTERNATIONAL INSTITUTE OF VOCAL ARTS INC,A6E,137400.0,144403,NY,365 W END AVE,Performing Arts Schools,10024-6511,10024.0,A6E,40.783294,-73.9821559,International Institute of Vocal Arts Inc.
1354,1354,218635,PO BOX 740015,BRONX,0,45625,611417378,39829,36005.0,,,CONTEMPORARY BALLET THEATRE INC,A63,0.0,45625,NY,,Ballet,10474-0001,10474.0,A63,,,Contemporary Ballet Theatre Inc.
1355,1355,218897,32 37 VERNON BLVD,LONG ISLAND CITY,1239066,872442,611472746,4656522,36081.0,32 37 VERNON BLVD LONG ISLAND CITY NY 11106-4926,,ISAMU NOGUCHI FOUNDATION AND GARDEN MUSEUM,A51,256324.0,7599224,NY,32 37 VERNON BLVD,Art Museums,11106-4926,11106.0,A51,,,Isamu Noguchi Foundation and Garden Museum
1356,1356,229446,TIME WARNER CENTER 60 COLUMBUS CR,NEW YORK,18082,0,650999121,297986,36061.0,TIME WARNER CENTER 60 COLUMBUS CR NEW YORK NY 10023-0000,,CITYPLACE CULTURAL ARTS CENTER INC,A20,39366.0,44070,NY,TIME WARNER CENTER 60 COLUMBUS CR,Arts & Culture,10023-0000,10023.0,A20,,,Cityplace Cultural Arts Center Inc.
1357,1357,229939,95 STANTON ST,NEW YORK,0,45230,651162622,44213,36061.0,95 STANTON ST NEW YORK NY 10002-1405,,3 FARMS INC,A68,0.0,45230,NY,95 STANTON ST,Music,10002-1405,10002.0,A68,40.7213285,-73.9883827,3 Farms Inc.
1358,1358,229969,77 BLEECKER ST APT 117,NEW YORK,0,45822,651167782,36854,36061.0,77 BLEECKER ST NEW YORK NY 10012-1548,,COSMIC BREEEZ INC,A6E,0.0,45822,NY,77 BLEECKER ST,Performing Arts Schools,10012-1548,10012.0,A6E,40.7252621,-73.99228029999999,Cosmic Breeez Inc.
1359,1359,229975,49 CHEEVER PL,BROOKLYN,0,32190,651169126,35791,36047.0,49 CHEEVER PL BROOKLYN NY 11231-3004,,BROOKLYN CHAMBER MUSIC SOCIETY LTD,A6C,17630.0,49820,NY,49 CHEEVER PL,Bands & Ensembles,11231-3004,11231.0,A6C,40.68553970000001,-73.999422394636,Brooklyn Chamber Music Society Ltd
1360,1360,230144,31-60 33RD ST STE B-9,LONG IS CITY,0,33423,651209580,44629,36081.0,31-60 33RD ST LONG IS CITY NY 11106-2424,,ASTORIA PERFORMING ARTS CENTER INC,A61,17278.0,50701,NY,31-60 33RD ST,Performing Arts Centers,11106-2424,11106.0,A61,,,Astoria Performing Arts Center Inc.
1361,1361,230237,271 W 47TH ST APT 26J,NEW YORK,0,43000,651253641,36612,36061.0,271 W 47TH ST NEW YORK NY 10036-1449,,DANCEBREAK FOUNDATION,A62,0.0,43000,NY,271 W 47TH ST,Dance,10036-1449,10036.0,A62,40.7603907,-73.98701209999999,Dancebreak Foundation
1362,1362,236226,230 E 48TH ST STE 7E,NEW YORK,0,16409,710904491,47781,36061.0,230 E 48TH ST NEW YORK NY 10017-1513,,ON UP INITIATIVES,A60,12595.0,29060,NY,230 E 48TH ST,Performing Arts,10017-1513,10017.0,A60,40.75385795,-73.970432745564,on Up Initiatives
1363,1363,236381,337 W 36TH ST,NEW YORK,0,55000,710941819,127800,36061.0,337 W 36TH ST NEW YORK NY 10018-6401,,GREEKWORKS FOUNDATION,A68,0.0,55139,NY,337 W 36TH ST,Music,10018-6401,10018.0,A68,40.75428165,-73.99394933498941,Greekworks Foundation
1364,1364,239299,PO BOX 298 PLANETARIUM STA,NEW YORK,16700,45500,721519897,85722,36061.0,,,MOSAIC INC,A40,33004.0,78504,NY,,Visual Arts,10024-0298,10024.0,A40,,,Mosaic Inc.
1365,1365,239303,375 LINCOLN PL STE 16,BROOKLYN,0,40715,721520848,44504,36047.0,375 LINCOLN PL BROOKLYN NY 11238-5700,,COMMUNITY THEATRE INTERNATIONALE,A65,710.0,41435,NY,375 LINCOLN PL,Theater,11238-5700,11238.0,A65,40.673156799999994,-73.963690583841,Community Theatre Internationale
1366,1366,247905,260 W 52ND ST 22A,NEW YORK,0,7512,742792142,54779,36061.0,260 W 52ND ST NEW YORK NY 10019-5835,,WHIM N RHYTHM,A6C,48439.0,55987,NY,260 W 52ND ST,Bands & Ensembles,10019-5835,10019.0,A6C,40.763313200000006,-73.9849048,Whim N Rhythm
1367,1367,249461,230 FIFTH AVE,NEW YORK,0,0,743041806,1695,36061.0,230 FIFTH AVE NEW YORK NY 10001-7704,,COMPAGNIA DI BACCO INC,A23,27475.0,28644,NY,230 FIFTH AVE,Cultural & Ethnic Awareness,10001-7704,10001.0,A23,42.98348143821429,-78.706830444495,Compagnia Di Bacco Inc.
1368,1368,249487,PO BOX 649,NEW YORK,0,21411,743045052,32374,36061.0,,,TAP FUSION INC,A62,9000.0,31429,NY,,Dance,10276-0649,10276.0,A62,,,Tap Fusion Inc.
1369,1369,249667,199 SIXTH AVE STE 3,BROOKLYN,0,60550,743072018,66164,36047.0,199 SIXTH AVE BROOKLYN NY 11217-3517,,DUSAN TYNEK DANCE THEATRE FOUNDATION INC,A62,1775.0,67079,NY,199 SIXTH AVE,Dance,11217-3517,11217.0,A62,,,Dusan Tynek Dance Theatre Foundation Inc.
1370,1370,249792,1375 BROADWAY ST 600,NEW YORK,168175,595249,743094375,661245,36061.0,1375 BROADWAY ST NEW YORK NY 10018-7060,,AVODA INSTITUTE LTD,A20,7190.0,589115,NY,1375 BROADWAY ST,Arts & Culture,10018-7060,10018.0,A20,40.7524646,-73.9876262,Avoda Institute Ltd
1371,1371,256690,2753 BROADWAY STE 121,NEW YORK,0,90859,753036725,94613,36061.0,2753 BROADWAY NEW YORK NY 10025-2803,,THE NEW LIFE MUSIC PROJECT,A68,0.0,90907,NY,2753 BROADWAY,Music,10025-2803,10025.0,A68,40.8012195,-73.9681803,the New Life Music Project
1372,1372,256711,99 JOHN ST APT 1003,NEW YORK,0,31277,753041303,40688,36061.0,99 JOHN ST NEW YORK NY 10038-2919,,PARTIAL COMFORT PRODUCTIONS,A65,10896.0,46901,NY,99 JOHN ST,Theater,10038-2919,10038.0,A65,40.7083321,-74.0060563899772,Partial Comfort Productions
1373,1373,257044,552 RIVERSIDE DR STE 1K,NEW YORK,0,23200,753102526,23739,36061.0,552 RIVERSIDE DR NEW YORK NY 10027-3224,,ARGENTO NEW MUSIC PROJECT INC,A68,10702.0,33902,NY,552 RIVERSIDE DR,Music,10027-3224,10027.0,A68,40.81633525,-73.96031567884,Argento New Music Project Inc.
1374,1374,257104,532 LAGUARDIA PLACE 486,NEW YORK,28000,129137,753115715,75790,36061.0,532 LAGUARDIA PLACE NEW YORK NY 10012-1428,,ESOPUS FOUNDATION LTD,A20,0.0,75755,NY,532 LAGUARDIA PLACE,Arts & Culture,10012-1428,10012.0,A20,40.728666499999996,-73.99872958573741,Esopus Foundation Ltd
1375,1375,257210,242 W 61ST ST STE 5A,NEW YORK,0,23105,753139502,72273,36061.0,242 W 61ST ST NEW YORK NY 10023-7838,,KIDS CREATIVE 404 INC,A65,57676.0,80796,NY,242 W 61ST ST,Theater,10023-7838,10023.0,A65,40.772337799999995,-73.9888299084513,Kids Creative 404 Inc.
1376,1376,260815,38 W 32ND ST STE 1112,NEW YORK,54500,31275,760725921,133364,36061.0,38 W 32ND ST NEW YORK NY 10001-3879,,KOREAN CULTURE RESEARCH INC,A23,100423.0,131698,NY,38 W 32ND ST,Cultural & Ethnic Awareness,10001-3879,10001.0,A23,40.747786700000006,-73.98742309999999,Korean Culture Research Inc.
1377,1377,262820,PO BOX 2018,NEW YORK,0,42197,770368617,24336,36061.0,,,CHINESE FINANCE ASSOCIATES,A23,0.0,42197,NY,,Cultural & Ethnic Awareness,10008-2018,10008.0,A23,,,Chinese Finance Associates
1378,1378,264532,350 5TH AVE,NEW YORK,0,1489740,770620589,1486034,36061.0,350 5TH AVE NEW YORK NY 10118-0110,,WORLD CULTURE OPEN INC,A23,0.0,1489740,NY,350 5TH AVE,Cultural & Ethnic Awareness,10118-0110,10118.0,A23,40.7483271,-73.98565490000001,World Culture Open Inc.
1379,1379,264972,200 EASTERN PKWY,BROOKLYN,9760,36500,800083168,35748,36047.0,200 EASTERN PKWY BROOKLYN NY 11238-6052,,AAMC FOUNDATION,A25,0.0,36550,NY,200 EASTERN PKWY,Arts Education,11238-6052,11238.0,A25,40.670910799999994,-73.96331573047141,Aamc Foundation
1380,1380,265053,601 W 176TH ST STE 58,NEW YORK,0,39905,800117621,39441,36061.0,601 W 176TH ST NEW YORK NY 10033-7833,,PALISSIMO INC,A62,112.0,39441,NY,601 W 176TH ST,Dance,10033-7833,10033.0,A62,40.8463249,-73.9363453,Palissimo Inc.
1381,1381,266555,PO BOX 231133,NEW YORK,0,60450,810588375,70139,36061.0,,,THIRTEENTH NIGHT THEATER COMPANY,A65,6389.0,66556,NY,,Theater,10023-0019,10023.0,A65,,,Thirteenth Night Theater Company
1382,1382,266778,163 PRESIDENT ST,BROOKLYN,0,20711,810632490,54955,36047.0,163 PRESIDENT ST BROOKLYN NY 11231-2815,,13 PLAYWRIGHTS,A65,30833.0,51544,NY,163 PRESIDENT ST,Theater,11231-2815,11231.0,A65,40.68301465,-74.0003724486285,13 Playwrights
1383,1383,268166,160 W 95TH ST APT 7A,NEW YORK,0,67336,820584665,80411,36061.0,160 W 95TH ST NEW YORK NY 10025-6617,,PLAY FOR YOUR CAUSE,A65,0.0,67336,NY,160 W 95TH ST,Theater,10025-6617,10025.0,A65,40.792878,-73.97022175,Play for Your Cause
1384,1384,269002,1065 PARK AVE STE 23A-B,NEW YORK,0,81114,830392753,49940,36061.0,1065 PARK AVE NEW YORK NY 10128-1001,,SANSKRITI INC,A20,0.0,135006,NY,1065 PARK AVE,Arts & Culture,10128-1001,10128.0,A20,40.7809075,-73.9563198,Sanskriti Inc.
1385,1385,273566,77 BLEECKER ST,NEW YORK,0,276625,841666719,67007,36061.0,77 BLEECKER ST NEW YORK NY 10012-1547,,212 SOCIETY,A12,0.0,276625,NY,77 BLEECKER ST,Fund Raising & Fund Distribution,10012-1547,10012.0,A12,40.7252621,-73.99228029999999,212 Society
1386,1386,278737,741 WEST END AVE STE 1E,NEW YORK,0,64132,861056388,65320,36061.0,741 WEST END AVE NEW YORK NY 10025-6251,,NEW YORK CLASSICAL THEATRE INC,A65,0.0,65632,NY,741 WEST END AVE,Theater,10025-6251,10025.0,A65,40.79561565,-73.9733151,New York Classical Theatre Inc.
1387,1387,281364,101 E 52ND ST,NEW YORK,27546,60700,900006095,127585,36061.0,101 E 52ND ST NEW YORK NY 10022-6000,,AMERICAN COUNCIL FOR CULTURAL POLICY INC,A26,0.0,60700,NY,101 E 52ND ST,Arts & Humanities Councils & Agencies,10022-6000,10022.0,A26,40.757761,-73.97125600000001,American Council for Cultural Policy Inc.
1388,1388,281452,530 E 13TH ST STE 15,NEW YORK,0,19850,900061658,26651,36061.0,530 E 13TH ST NEW YORK NY 10009-3522,,DREAMSCAPE THEATRE INC,A65,0.0,27678,NY,530 E 13TH ST,Theater,10009-3522,10009.0,A65,40.7289903,-73.9794353,Dreamscape Theatre Inc.
1389,1389,286792,32 8TH AVE STE 5,BROOKLYN,26786,79711,911851484,181740,36047.0,32 8TH AVE BROOKLYN NY 11217-3961,,HOUSE OF DAMES,A60,85667.0,167159,NY,32 8TH AVE,Performing Arts,11217-3961,11217.0,A60,40.67464155,-73.9724528,House of Dames
1390,1390,286953,210 11TH AVE STE 503,NEW YORK,163825,428720,911877238,437175,36061.0,210 11TH AVE NEW YORK NY 10001-1210,,ART COUNCIL INC,A26,0.0,430137,NY,210 11TH AVE,Arts & Humanities Councils & Agencies,10001-1210,10001.0,A26,40.749980900000004,-74.0059903,Art Council Inc.
1391,1391,288688,55 E 59TH ST,NEW YORK,0,0,912138597,363549,36061.0,55 E 59TH ST NEW YORK NY 10022-1112,,ARMENIAN GENERAL BENVOLENT UNION,A23,0.0,364772,NY,55 E 59TH ST,Cultural & Ethnic Awareness,10022-1112,10022.0,A23,40.76351615,-73.9706482994609,Armenian General Benvolent Union
1392,1392,289168,138 S OXFORD ST STE 2C,BROOKLYN,2500,232667,912163923,223145,36047.0,138 S OXFORD ST BROOKLYN NY 11217-1695,,INNERACT PRODUCTIONS INC,A65,0.0,232667,NY,138 S OXFORD ST,Theater,11217-1695,11217.0,A65,40.687303,-73.973648,Inneract Productions Inc.
1393,1393,289365,490 THIRD STREET STE 2,BROOKLYN,2190,54021,912187887,99182,36047.0,490 THIRD STREET BROOKLYN NY 11215-2971,,ARTEEAST INC,A23,34681.0,88770,NY,490 THIRD STREET,Cultural & Ethnic Awareness,11215-2971,11215.0,A23,,,Arteeast Inc.
